User_Id,Time,Category,Operation,Order_Id,Transaction_Id,Primary_Asset,Realized_Amount_For_Primary_Asset,Realized_Amount_For_Primary_Asset_In_USD_Value,Base_Asset,Realized_Amount_For_Base_Asset,Realized_Amount_For_Base_Asset_In_USD_Value,Quote_Asset,Realized_Amount_For_Quote_Asset,Realized_Amount_For_Quote_Asset_In_USD_Value,Fee_Asset,Realized_Amount_For_Fee_Asset,Realized_Amount_For_Fee_Asset_In_USD_Value,Payment_Method,Withdrawal_Method,Additional_Note
58864280,2023-11-09 20:30:22,Spot Trading,Buy,1100872563,2304493852,"","","",BTC,0.00030000,11.00793709,USDT,10.86822000,10.86923140,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:30:29,Spot Trading,Buy,1100872684,2304492992,"","","",BTC,0.00022000,8.07248720,USDT,7.96553340,7.96627467,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:30:29,Spot Trading,Buy,1100872684,2304492994,"","","",BTC,0.00008000,2.93544989,USDT,2.89655760,2.89682715,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:31:14,Spot Trading,Buy,1100873275,2304494681,"","","",BTC,0.00030000,11.00793709,USDT,10.85408400,10.85509408,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:31:58,Spot Trading,Buy,1100873900,2304495299,"","","",BTC,0.00030000,11.00793709,USDT,10.85397300,10.85498307,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:32:43,Spot Trading,Sell,1100874076,2304494408,"","","",BTC,0.00030000,11.00793709,USDT,10.86483000,10.86584108,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:32:44,Spot Trading,Sell,1100873335,2304493987,"","","",BTC,0.00030000,11.00793709,USDT,10.86495000,10.86596109,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:32:58,Spot Trading,Sell,1100872755,2304494417,"","","",BTC,0.00022000,8.07248720,USDT,7.97350400,7.97424601,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:34:38,Spot Trading,Buy,1100875929,2304494830,"","","",BTC,0.00030000,11.00793709,USDT,10.86330900,10.86431994,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:35:23,Spot Trading,Buy,1100876326,2304495847,"","","",BTC,0.00030000,11.00793709,USDT,10.86463500,10.86564606,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:42:02,Spot Trading,Buy,1100882191,2304496924,"","","",BTC,0.00029000,10.64100585,USDT,10.50715819,10.50813600,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:42:02,Spot Trading,Buy,1100882191,2304496925,"","","",BTC,0.00001000,0.36693124,USDT,0.36229550,0.36232922,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:42:09,Spot Trading,Buy,1100882275,2304496394,"","","",BTC,0.00030000,11.00793709,USDT,10.86946800,10.87047951,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:42:54,Spot Trading,Buy,1100882753,2304496951,"","","",BTC,0.00030000,11.00793709,USDT,10.86909900,10.87011048,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:43:09,Spot Trading,Sell,1100875944,2304498654,"","","",BTC,0.00030000,11.00793709,USDT,10.87416000,10.87517195,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:43:36,Spot Trading,Sell,1100876438,2304497503,"","","",BTC,0.00030000,11.00793709,USDT,10.87551000,10.87652207,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:45:34,Spot Trading,Buy,1100884579,2304497066,"","","",BTC,0.00030000,11.00793709,USDT,10.87420200,10.87521395,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:46:45,Spot Trading,Sell,1100872683,2304498357,"","","",BTC,0.00030000,11.00793709,USDT,10.87908000,10.88009241,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:46:46,Spot Trading,Sell,1100882871,2304498842,"","","",BTC,0.00030000,11.00793709,USDT,10.87998000,10.88099249,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:46:47,Spot Trading,Sell,1100882264,2304498359,"","","",BTC,0.00029000,10.64100585,USDT,10.51766200,10.51864077,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:46:47,Spot Trading,Sell,1100882360,2304498361,"","","",BTC,0.00030000,11.00793709,USDT,10.88034000,10.88135252,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 20:46:47,Spot Trading,Sell,1100884672,2304500190,"","","",BTC,0.00030000,11.00793709,USDT,10.88508000,10.88609297,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:05:29,Spot Trading,Buy,1100906730,2304503677,"","","",BTC,0.00030000,11.00793709,USDT,10.98753300,10.98855550,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:05:36,Spot Trading,Buy,1100906987,2304503212,"","","",BTC,0.00030000,11.00793709,USDT,10.98778800,10.98881052,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:06:21,Spot Trading,Buy,1100907604,2304504615,"","","",BTC,0.00030000,11.00793709,USDT,10.98484200,10.98586425,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:07:05,Spot Trading,Buy,1100908106,2304503730,"","","",BTC,0.00030000,11.00793709,USDT,10.98645000,10.98747240,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:08:38,Spot Trading,Sell,1100907074,2304506316,"","","",BTC,0.00030000,11.00793709,USDT,10.99878000,10.99980355,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:08:38,Spot Trading,Sell,1100908146,2304506314,"","","",BTC,0.00030000,11.00793709,USDT,10.99743000,10.99845342,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:08:38,Spot Trading,Sell,1100906972,2304506313,"","","",BTC,0.00030000,11.00793709,USDT,10.99851000,10.99953352,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:08:38,Spot Trading,Sell,1100907676,2304506307,"","","",BTC,0.00030000,11.00793709,USDT,10.99584000,10.99686327,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:11:50,Spot Trading,Buy,1100912490,2304506506,"","","",BTC,0.00050000,18.34656182,USDT,18.34616000,18.34786729,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:12:34,Spot Trading,Buy,1100913357,2304504266,"","","",BTC,0.00050000,18.34656182,USDT,18.34886500,18.35057255,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:13:58,Spot Trading,Buy,1100914048,2304506535,"","","",BTC,0.00050000,18.34656182,USDT,18.33472000,18.33642623,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:14:42,Spot Trading,Buy,1100914403,2304507022,"","","",BTC,0.00050000,18.34656182,USDT,18.32282500,18.32453012,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:15:27,Spot Trading,Buy,1100914857,2304505598,"","","",BTC,0.00050000,18.34656182,USDT,18.30749500,18.30919870,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:16:12,Spot Trading,Buy,1100915361,2304506634,"","","",BTC,0.00050000,18.34656182,USDT,18.29180500,18.29350724,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:16:57,Spot Trading,Buy,1100915600,2304505632,"","","",BTC,0.00050000,18.34656182,USDT,18.28998000,18.29168207,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:17:42,Spot Trading,Buy,1100916257,2304507159,"","","",BTC,0.00050000,18.34656182,USDT,18.27749499,18.27919590,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:19:43,Spot Trading,Buy,1100917485,2304505714,"","","",BTC,0.00050000,18.34656182,USDT,18.27555500,18.27725572,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:20:28,Spot Trading,Buy,1100917864,2304505738,"","","",BTC,0.00003000,1.10079371,USDT,1.09644420,1.09654624,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:20:28,Spot Trading,Buy,1100917864,2304505736,"","","",BTC,0.00006000,2.20158742,USDT,2.19288840,2.19309247,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:20:28,Spot Trading,Buy,1100917864,2304505741,"","","",BTC,0.00011000,4.03624360,USDT,4.02029540,4.02066953,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:20:28,Spot Trading,Buy,1100917864,2304505740,"","","",BTC,0.00028000,10.27407462,USDT,10.23347920,10.23443153,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:20:28,Spot Trading,Buy,1100917864,2304505739,"","","",BTC,0.00002000,0.73386247,USDT,0.73096280,0.73103082,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:21:51,Spot Trading,Buy,1100918610,2304504430,"","","",BTC,0.00050000,18.34656182,USDT,18.27835500,18.28005598,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:22:36,Spot Trading,Buy,1100918912,2304507237,"","","",BTC,0.00050000,18.34656182,USDT,18.27809999,18.27980096,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:21,Spot Trading,Buy,1100919231,2304504457,"","","",BTC,0.00050000,18.34656182,USDT,18.27807000,18.27977096,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:31,Spot Trading,Sell,1100917512,2304508954,"","","",BTC,0.00050000,18.34656182,USDT,18.29385000,18.29555243,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:32,Spot Trading,Sell,1100918650,2304508451,"","","",BTC,0.00050000,18.34656182,USDT,18.29665000,18.29835269,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:32,Spot Trading,Sell,1100918966,2304508441,"","","",BTC,0.00050000,18.34656182,USDT,18.29639999,18.29810266,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:32,Spot Trading,Sell,1100916320,2304508447,"","","",BTC,0.00050000,18.34656182,USDT,18.29575000,18.29745260,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:23:32,Spot Trading,Sell,1100919387,2304508440,"","","",BTC,0.00050000,18.34656182,USDT,18.29635000,18.29805266,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:24:03,Spot Trading,Sell,1100915394,2304508557,"","","",BTC,0.00050000,18.34656182,USDT,18.31009999,18.31180394,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:24:03,Spot Trading,Sell,1100915633,2304508544,"","","",BTC,0.00050000,18.34656182,USDT,18.30825000,18.30995377,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-09 21:24:06,Spot Trading,Buy,1100920475,2304507979,"","","",BTC,0.00050000,18.34656182,USDT,18.31564500,18.31734945,BNB,0E-8,0E-8,Wallet,"",""
