User_Id,Time,Category,Operation,Order_Id,Transaction_Id,Primary_Asset,Realized_Amount_For_Primary_Asset,Realized_Amount_For_Primary_Asset_In_USD_Value,Base_Asset,Realized_Amount_For_Base_Asset,Realized_Amount_For_Base_Asset_In_USD_Value,Quote_Asset,Realized_Amount_For_Quote_Asset,Realized_Amount_For_Quote_Asset_In_USD_Value,Fee_Asset,Realized_Amount_For_Fee_Asset,Realized_Amount_For_Fee_Asset_In_USD_Value,Payment_Method,Withdrawal_Method,Additional_Note
58864280,2024-01-01 18:04:31,Spot Trading,Sell,1146229134,2317373722,"","","",BTC,0.00068000,30.03378455,USDT,29.15901200,29.16973931,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 18:08:03,Spot Trading,Sell,1146228276,2317371989,"","","",BTC,0.00089000,39.30892389,USDT,38.19639699,38.21044907,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 18:08:30,Spot Trading,Sell,1146227540,2317373954,"","","",BTC,0.00117000,51.67577635,USDT,50.22634500,50.24482277,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:13:30,Spot Trading,Sell,1144950302,2317406446,"","","",BTC,0.00088000,38.86725059,USDT,38.24163200,38.25570071,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:13:40,Spot Trading,Sell,1144949794,2317406472,"","","",BTC,0.00114000,50.35075644,USDT,49.54725000,49.56547794,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:13:40,Spot Trading,Sell,1144949794,2317406476,"","","",BTC,0.00001000,0.44167330,USDT,0.43462500,0.43478489,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:21:22,Spot Trading,Sell,1144949597,2317409101,"","","",BTC,0.00152000,67.13434193,USDT,66.09051200,66.11482604,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:28:48,Spot Trading,Sell,1144948867,2317409850,"","","",BTC,0.00195000,86.12629392,USDT,84.82890000,84.86010770,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:29:10,Spot Trading,Sell,1144947581,2317408359,"","","",BTC,0.00269000,118.81011828,USDT,117.07175900,117.11482853,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:31:27,Spot Trading,Sell,1144946739,2317407328,"","","",BTC,0.00051000,22.52533841,USDT,22.21060200,22.21877306,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:11,Spot Trading,Sell,1144861854,2317414572,"","","",BTC,0.00003000,1.32501991,USDT,1.30925699,1.30973866,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:11,Spot Trading,Sell,1144861184,2317414599,"","","",BTC,0.00011000,4.85840632,USDT,4.80120300,4.80296931,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:11,Spot Trading,Sell,1144862443,2317414539,"","","",BTC,0.00011000,4.85840632,USDT,4.79945400,4.80121967,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:36,Spot Trading,Sell,1144859576,2317413560,"","","",BTC,0.00011000,4.85840632,USDT,4.80157700,4.80334345,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:56,Spot Trading,Sell,1144826489,2317415076,"","","",BTC,0.00011000,4.85840632,USDT,4.80252300,4.80428980,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:44:57,Spot Trading,Sell,1144859053,2317414675,"","","",BTC,0.00011000,4.85840632,USDT,4.80261100,4.80437783,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:45:00,Spot Trading,Sell,1144856488,2317415517,"","","",BTC,0.00011000,4.85840632,USDT,4.80332600,4.80509310,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:45:00,Spot Trading,Sell,1144857110,2317412795,"","","",BTC,0.00011000,4.85840632,USDT,4.80281999,4.80458691,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:45:00,Spot Trading,Sell,1144822945,2317415515,"","","",BTC,0.00011000,4.85840632,USDT,4.80327099,4.80503808,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:45:07,Spot Trading,Sell,1144824026,2317415563,"","","",BTC,0.00011000,4.85840632,USDT,4.80510800,4.80687575,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:45:07,Spot Trading,Sell,1144846340,2317415561,"","","",BTC,0.00011000,4.85840632,USDT,4.80499800,4.80676571,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 20:46:22,Spot Trading,Sell,1144821769,2317413754,"","","",BTC,0.00011000,4.85840632,USDT,4.80693400,4.80870242,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:20:40,Spot Trading,Sell,1144819614,2317427006,"","","",BTC,0.00011000,4.85840632,USDT,4.80792400,4.80969279,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:38:36,Spot Trading,Buy,1148996180,2317434687,"","","",BTC,0.00204000,90.10135364,USDT,88.87172280,88.90441782,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:39:41,Spot Trading,Buy,1148996684,2317434184,"","","",BTC,0.00152000,67.13434193,USDT,66.15040000,66.17473607,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:40:45,Spot Trading,Buy,1148997510,2317433393,"","","",BTC,0.00115000,50.79242975,USDT,50.09759950,50.11602991,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:41:49,Spot Trading,Buy,1148998276,2317434759,"","","",BTC,0.00087000,38.42557729,USDT,37.89139710,37.90533697,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:44:09,Spot Trading,Buy,1149000020,2317435267,"","","",BTC,0.00067000,29.59211124,USDT,29.14500000,29.15572215,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:45:13,Spot Trading,Buy,1149000671,2317435284,"","","",BTC,0.00051000,22.52533841,USDT,22.18398000,22.19214126,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:48:54,Spot Trading,Sell,1149000740,2317434895,"","","",BTC,0.00051000,22.52533841,USDT,22.20616500,22.21433443,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:48:54,Spot Trading,Sell,1149000061,2317434899,"","","",BTC,0.00067000,29.59211124,USDT,29.17414500,29.18487788,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:52:35,Spot Trading,Sell,1148996694,2317434418,"","","",BTC,0.00152000,67.13434193,USDT,66.21652000,66.24088040,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:55:02,Spot Trading,Sell,1148998361,2317435886,"","","",BTC,0.00087000,38.42557729,USDT,37.92930299,37.94325681,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:55:17,Spot Trading,Sell,1148997551,2317437691,"","","",BTC,0.00115000,50.79242975,USDT,50.14770500,50.16615384,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 21:59:58,Spot Trading,Sell,1148996280,2317438570,"","","",BTC,0.00204000,90.10135364,USDT,88.96052400,88.99325169,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 22:20:57,Spot Trading,Buy,1149022268,2317440476,"","","",BTC,0.00030000,13.25019906,USDT,13.02781500,13.03260780,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 22:22:02,Spot Trading,Buy,1149022720,2317440497,"","","",BTC,0.00015000,6.62509953,USDT,6.51373050,6.51612684,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 22:22:02,Spot Trading,Buy,1149022720,2317440495,"","","",BTC,0.00008000,3.53338642,USDT,3.47398880,3.47526685,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 22:23:58,Spot Trading,Sell,1149022792,2317438465,"","","",BTC,0.00015000,6.62509953,USDT,6.52024500,6.52264373,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 22:23:58,Spot Trading,Sell,1149022324,2317438468,"","","",BTC,0.00030000,13.25019906,USDT,13.04085000,13.04564760,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:22:43,Spot Trading,Sell,1144794759,2317446351,"","","",BTC,0.00015000,6.62509953,USDT,6.55909500,6.56150803,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:23:20,Spot Trading,Sell,1144849629,2317446414,"","","",BTC,0.00011000,4.85840632,USDT,4.81144400,4.81321408,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:23:37,Spot Trading,Sell,1144808254,2317446873,"","","",BTC,0.00011000,4.85840632,USDT,4.81196100,4.81373127,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:26:17,Spot Trading,Sell,1144796564,2317446990,"","","",BTC,0.00011000,4.85840632,USDT,4.81741700,4.81918928,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:28:19,Spot Trading,Sell,1144802522,2317449131,"","","",BTC,0.00008000,3.53338642,USDT,3.50785600,3.50914651,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:28:19,Spot Trading,Sell,1144801167,2317449106,"","","",BTC,0.00007000,3.09171311,USDT,3.06840100,3.06952983,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-01 23:28:19,Spot Trading,Sell,1144799167,2317449031,"","","",BTC,0.00011000,4.85840632,USDT,4.81945200,4.82122503,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:04:59,Spot Trading,Sell,1140187692,2317459174,"","","",BTC,0.00006000,2.69747820,USDT,2.64115800,2.64249749,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:05:00,Spot Trading,Sell,1140191912,2317460989,"","","",BTC,0.00086000,38.66385425,USDT,37.86519800,37.88440171,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:05:00,Spot Trading,Sell,1140186679,2317460995,"","","",BTC,0.00030000,13.48739102,USDT,13.20861000,13.21530888,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:05:23,Spot Trading,Sell,1140185592,2317461964,"","","",BTC,0.00039000,17.53360832,USDT,17.19104400,17.19976261,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:05:23,Spot Trading,Sell,1140188494,2317458664,"","","",BTC,0.00114000,51.25208586,USDT,50.21836800,50.24383675,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:06:22,Spot Trading,Sell,1140183187,2317461146,"","","",BTC,0.00050000,22.47898503,USDT,22.05190000,22.06308384,BNB,0E-8,0E-8,Wallet,"",""
58864280,2024-01-02 00:06:24,Spot Trading,Sell,1140180979,2317461159,"","","",BTC,0.00086000,38.66385425,USDT,37.93580399,37.95504352,BNB,0E-8,0E-8,Wallet,"",""
